offline_policy,online_policy,policy,n_cores,u_per_core,seed,n_tasks,total_utilization,solve_seconds,sim_seconds,offline_feasible,n_hard_jobs,n_soft_jobs,hard_miss_ratio,soft_miss_ratio,deadline_miss_ratio,acceptance_ratio,qos_mean,qos_weighted,qos_accepted,soft_response_mean_ticks,schedulable,energy_j,mean_chip_power_w,peak_chip_power_w,tdp_w,tdp_violation_ratio,mean_core_power_w,mean_core_busy_ratio,mean_core_level,sim_steps,horizon_ticks,tasks_per_core
ga,slack,ga+slack,8,0.5,5,24,4.00005,0.6275602699988667,0.010106679999807966,True,194,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4615.125,True,4.526599867768594,22.63299933884297,30.132231404958677,30.400000000000002,0.0,2.579124917355371,0.6524650000000001,85.0,297,200000,3
ga,slack,ga+slack,8,0.5,6,24,3.9999949999999997,0.6105117900006007,0.009640346999731264,True,184,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4748.675,True,4.535769157024796,22.678845785123983,30.132231404958677,30.400000000000002,0.0,2.584855723140495,0.657963125,85.0,288,200000,3
ga,slack,ga+slack,8,0.5,7,24,3.99995,0.6499242810004944,0.009776873999726376,True,204,36,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5309.027777777777,True,4.589957079889808,22.94978539944904,30.132231404958677,30.400000000000002,0.0,2.6187231749311293,0.641129375,85.0,300,200000,3
ga,slack,ga+slack,8,0.75,0,24,5.9999649999999995,0.648449588999938,0.008504212999469019,True,184,34,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3581.294117647059,True,5.6689757810835655,28.34487890541783,30.00367309458219,30.400000000000002,0.0,3.2931098631772295,0.93282375,87.5,276,200000,3
ga,slack,ga+slack,8,0.75,1,24,6.00005,0.654944224999781,0.011355104999893229,True,163,54,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3483.925925925926,True,5.881174179614328,29.405870898071644,30.23875114784206,30.400000000000002,0.0,3.4257338622589533,0.9707356250000001,87.5,295,200000,3
ga,slack,ga+slack,8,0.75,2,24,6.000015,0.7079936660011299,0.012212900001031812,True,128,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3187.2105263157896,True,5.675562035261705,28.377810176308525,30.121212121212125,30.400000000000002,0.0,3.2972262720385657,0.93331,87.5,228,200000,3
ga,slack,ga+slack,8,0.75,3,24,6.000015,0.6470284040005936,0.008884214999852702,True,154,39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3534.076923076923,True,5.722899516988063,28.614497584940317,30.121212121212125,30.400000000000002,0.0,3.3268121981175383,0.94210875,87.5,256,200000,3
ga,slack,ga+slack,8,0.75,4,24,6.000045,0.6183948850011802,0.010218928000540473,True,181,44,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3547.2272727272725,True,5.783302329843894,28.916511649219473,30.121212121212125,30.400000000000002,0.0,3.364563956152435,0.95408875,87.5,293,200000,3
ga,slack,ga+slack,8,0.75,5,24,5.999975,0.6425410660012858,0.009962701000404195,True,194,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3325.825,True,5.701180753351699,28.505903766758497,30.00367309458219,30.400000000000002,0.0,3.3132379708448125,0.940126875,87.5,298,200000,3
ga,slack,ga+slack,8,0.75,6,24,5.999915,0.6209687980008312,0.008906293000109144,True,173,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3331.1,True,5.707050039669429,28.53525019834715,30.121212121212125,30.400000000000002,0.0,3.316906274793389,0.938256875,87.5,277,200000,3
ga,slack,ga+slack,8,0.75,7,24,5.99995,1.0004035880010633,0.01567266100028064,True,182,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4027.5,True,5.724605289623509,28.623026448117546,30.121212121212125,30.400000000000002,0.0,3.327878306014692,0.94206,87.5,286,200000,3
ga,slack,ga+slack,8,0.85,0,24,6.799975,1.6598668379992887,0.021659536001607194,True,184,34,0.0,0.8823529411764706,0.13761467889908258,1.0,0.1507447221958352,0.1507447221958352,0.1507447221958352,30566.7,True,6.0477502295684085,30.238751147842045,30.23875114784206,30.400000000000002,0.0,3.529843893480256,1.0,87.5,252,200000,3
ga,slack,ga+slack,8,0.85,1,24,6.79993,0.7713330520000454,0.011362900000676746,True,130,50,0.0,0.82,0.22777777777777777,1.0,0.18,0.18,0.18,14365.272727272728,True,6.024242424242429,30.121212121212146,30.121212121212125,30.400000000000002,0.0,3.5151515151515147,1.0,87.5,215,200000,3
ga,slack,ga+slack,8,0.85,2,24,6.799975,1.6873933599999873,0.015170597000178532,True,128,38,0.0,0.7105263157894737,0.16265060240963855,1.0,0.2894736842105263,0.2894736842105263,0.2894736842105263,12640.75,True,5.998676060973369,29.993380304866847,30.00367309458219,30.400000000000002,0.0,3.4991725381083563,0.999479375,87.5,202,200000,3
ga,slack,ga+slack,8,0.85,3,24,6.80012,0.7121760110003379,0.011959139001191943,True,168,36,0.0,0.8055555555555556,0.14215686274509803,1.0,0.20914086428332432,0.20914086428332432,0.20914086428332432,16741.0,True,5.996826761065199,29.984133805325996,30.00367309458219,30.400000000000002,0.0,3.4980167256657486,0.9991099999999999,87.5,237,200000,3
ga,slack,ga+slack,8,0.85,4,24,6.8,1.6742781630000536,0.020908377999148797,True,181,44,0.0,0.8409090909090909,0.16444444444444445,1.0,0.17324421159648432,0.17324421159648432,0.17324421159648432,19998.0,True,6.022206107621674,30.111030538108373,30.121212121212125,30.400000000000002,0.0,3.5138788172635462,0.999485,87.5,258,200000,3
ga,slack,ga+slack,8,0.85,5,24,6.800045,1.665777721998893,0.02324397600023076,True,194,40,0.0,0.875,0.14957264957264957,1.0,0.125,0.125,0.125,38484.77777777778,True,6.020525498622592,30.102627493112962,30.121212121212125,30.400000000000002,0.0,3.51282843663912,0.9992687499999999,87.5,267,200000,3
ga,slack,ga+slack,8,0.85,6,24,6.79997,0.6425023730007524,0.013623711000036565,True,140,53,0.0,0.7924528301886793,0.21761658031088082,1.0,0.20754716981132076,0.20754716981132076,0.20754716981132076,10707.846153846154,True,6.000734618916436,30.003673094582183,30.00367309458219,30.400000000000002,0.0,3.5004591368227747,1.0,87.5,230,200000,3
ga,slack,ga+slack,8,0.85,7,24,6.800009999999999,0.665201572001024,0.011270725999565911,True,174,35,0.0,0.6857142857142857,0.11483253588516747,1.0,0.3142857142857143,0.3142857142857143,0.3142857142857143,5321.0,True,6.037399127640038,30.18699563820019,30.229935720844814,30.400000000000002,0.0,3.5233744547750248,0.998458125,87.5,245,200000,3
ga,slack,ga+slack,8,0.95,0,24,7.599985,0.6320390149994637,0.012131764000514522,True,184,34,0.0,0.8529411764705882,0.13302752293577982,1.0,0.16089876729695465,0.16089876729695465,0.16089876729695465,27075.555555555555,True,7.2676018876033,36.338009438016506,36.35371900826446,30.400000000000002,1.0,4.292251179752066,0.9993818750000001,97.5,251,200000,3
ga,slack,ga+slack,8,0.95,1,24,7.59998,0.6161662739996245,0.011760244000470266,True,130,50,0.0,0.86,0.2388888888888889,1.0,0.15862500000000002,0.15862500000000002,0.15862500000000002,34661.857142857145,True,7.270743801652893,36.35371900826447,36.35371900826446,30.400000000000002,1.0,4.294214876033057,1.0,97.5,218,200000,3
ga,slack,ga+slack,8,0.95,2,24,7.600015,1.3374163500011491,0.010435505999339512,True,128,38,0.0,0.7368421052631579,0.1686746987951807,1.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,5369.636363636364,True,7.266501160330583,36.33250580165292,36.35371900826446,30.400000000000002,0.997805,4.291563225206612,0.9992806249999999,97.5,201,200000,3
ga,slack,ga+slack,8,0.95,3,24,7.599985,1.688268108999182,0.017439207000279566,True,168,36,0.0,0.6944444444444444,0.12254901960784313,1.0,0.3055555555555556,0.3055555555555556,0.3055555555555556,8536.5,True,7.270743801652886,36.353719008264434,36.35371900826446,30.400000000000002,1.0,4.294214876033056,1.0,97.5,240,200000,3
ga,slack,ga+slack,8,0.95,4,24,7.59999,0.6394046040004469,0.012681518999670516,True,181,44,0.0,0.7727272727272727,0.1511111111111111,1.0,0.22727272727272727,0.22727272727272727,0.22727272727272727,12483.416666666666,True,7.270743801652894,36.35371900826447,36.35371900826446,30.400000000000002,1.0,4.294214876033059,1.0,97.5,260,200000,3
ga,slack,ga+slack,8,0.95,5,24,7.600005,0.6215888900005666,0.014840967998679844,True,194,40,0.0,0.975,0.16666666666666666,1.0,0.025,0.025,0.025,39644.25,True,7.127647507805331,35.638237539026655,35.64811753902663,30.400000000000002,1.0,4.20477969237833,0.99969125,96.25,262,200000,3
ga,slack,ga+slack,8,0.95,6,24,7.60006,0.8202098380006646,0.013123468001140282,True,140,53,0.0,0.8301886792452831,0.22797927461139897,1.0,0.19965637683588058,0.19965637683588058,0.19965637683588058,11114.833333333334,True,7.2707438016528885,36.35371900826445,36.35371900826446,30.400000000000002,1.0,4.294214876033057,1.0,97.5,229,200000,3
ga,slack,ga+slack,8,0.95,7,24,7.59998,0.6349192609995953,0.00933851800073171,True,174,35,0.0,0.5714285714285714,0.09569377990430622,1.0,0.4555213118567192,0.4555213118567192,0.4555213118567192,3504.3125,True,7.40207190082644,37.010359504132204,37.17685950413223,30.400000000000002,0.98507,4.376294938016527,0.994796875,98.75,249,200000,3
ga,slack,ga+slack,8,1.0,0,24,8.000125,0.6409116079994419,0.01356622899947979,False,184,34,0.02717391304347826,1.0,0.17889908256880735,1.0,0.0,0.0,0.0,68820.0,False,7.599999999999995,37.99999999999998,38.0,30.400000000000002,1.0,4.500000000000002,1.0,100.0,240,200000,3
ga,slack,ga+slack,8,1.0,1,24,8.000135,0.6206410960003268,0.011335420000250451,False,130,50,0.07692307692307693,0.92,0.3111111111111111,1.0,0.08,0.08,0.08,3860.75,False,7.599999999999998,37.99999999999999,38.0,30.400000000000002,1.0,4.499999999999995,1.0,100.0,203,200000,3
ga,slack,ga+slack,8,1.0,2,24,8.00003,0.6812887910000427,0.010209895999651053,False,128,38,0.1015625,0.9736842105263158,0.30120481927710846,1.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,47875.5,False,7.599999999999999,38.0,38.0,30.400000000000002,1.0,4.499999999999997,1.0,100.0,187,200000,3
ga,slack,ga+slack,8,1.0,3,24,8.000164999999999,0.6286295070003689,0.012326190000749193,False,168,36,0.02976190476190476,0.9722222222222222,0.19607843137254902,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2650.0,False,7.600000000000003,38.00000000000002,38.0,30.400000000000002,1.0,4.5,1.0,100.0,225,200000,3
ga,slack,ga+slack,8,1.0,4,24,7.999855,0.633282197999506,0.01327462700101023,False,181,44,0.03867403314917127,0.9090909090909091,0.2088888888888889,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,16181.4,False,7.600000000000003,38.00000000000002,38.0,30.400000000000002,1.0,4.499999999999999,1.0,100.0,249,200000,3
ga,slack,ga+slack,8,1.0,5,24,7.99998,0.6200859629989282,0.01308965800126316,False,148,47,0.033783783783783786,1.0,0.26666666666666666,1.0,0.0,0.0,0.0,0.0,False,7.6,38.0,38.0,30.400000000000002,1.0,4.499999999999998,1.0,100.0,216,200000,3
ga,slack,ga+slack,8,1.0,6,24,7.999905,0.951640346998829,0.013176798000131384,False,140,53,0.03571428571428571,0.9433962264150944,0.2849740932642487,1.0,0.05660377358490566,0.05660377358490566,0.05660377358490566,1779.6666666666667,False,7.6,38.0,38.0,30.400000000000002,1.0,4.499999999999999,1.0,100.0,217,200000,3
ga,slack,ga+slack,8,1.0,7,24,8.00003,0.6603041480011598,0.011802028999227332,False,174,35,0.022988505747126436,0.8857142857142857,0.1674641148325359,1.0,0.11428571428571428,0.11428571428571428,0.11428571428571428,2066.0,False,7.599599999999997,37.99799999999999,38.0,30.400000000000002,1.0,4.499750000000001,0.9999375,100.0,233,200000,3
ga,slack,ga+slack,16,0.25,0,48,4.00014,1.6889751409999008,0.043499325000084355,True,342,81,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5451.740740740741,True,5.445683471074378,27.22841735537189,41.15151515151515,59.2,0.0,1.5767760847107442,0.4323703125,70.0,528,200000,3
ga,slack,ga+slack,16,0.25,1,48,3.99993,1.7543364800003474,0.035616781999124214,True,276,71,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5148.4647887323945,True,5.329004396694215,26.645021983471075,41.15151515151515,59.2,0.0,1.5403138739669426,0.41002031250000004,70.0,441,200000,3
ga,slack,ga+slack,16,0.25,2,48,3.99999,1.6776409560006869,0.05759295600000769,True,374,102,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5207.294117647059,True,5.51305140863177,27.56525704315885,42.12304866850321,59.2,0.0,1.5978285651974282,0.46111468749999995,69.375,601,200000,3
ga,slack,ga+slack,16,0.25,3,48,3.999925,1.7345553420000215,0.03807501899973431,True,294,77,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5099.922077922078,True,5.397643559228651,26.98821779614326,42.5289256198347,59.2,0.0,1.5617636122589533,0.41468468750000004,70.0,472,200000,3
ga,slack,ga+slack,16,0.25,4,48,3.999985,0.7325798379988555,0.03513482699963788,True,375,91,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5258.373626373626,True,5.420876374655642,27.104381873278214,42.12304866850321,59.2,0.0,1.5690238670798888,0.44750375,69.375,581,200000,3
ga,slack,ga+slack,16,0.25,5,48,3.999955,0.6215222930004529,0.027979919999779668,True,306,88,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5062.818181818182,True,5.419929421487602,27.099647107438013,42.5289256198347,59.2,0.0,1.5687279442148758,0.4373771875,70.0,505,200000,3
ga,slack,ga+slack,16,0.25,6,48,4.000025,0.7259276269996917,0.031084813999768812,True,323,93,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4829.8494623655915,True,5.434613256198344,27.173066280991723,42.5289256198347,59.2,0.0,1.5733166425619831,0.4373521875,70.0,533,200000,3
ga,slack,ga+slack,16,0.25,7,48,4.000085,0.6358093910002935,0.026891343000897905,True,334,80,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5069.2,True,5.400552947658401,27.002764738292008,42.5289256198347,59.2,0.0,1.562672796143251,0.42053375,70.0,518,200000,3
ga,slack,ga+slack,16,0.5,0,48,7.99989,1.3375040970004193,0.031491530000494095,True,342,81,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6185.938271604939,True,8.805082904683195,44.025414523415975,56.723232323232324,59.2,0.0,2.6265884077134984,0.681759375,82.5,527,200000,3
ga,slack,ga+slack,16,0.5,1,48,8.000024999999999,0.6611995220009703,0.02419152199945529,True,276,71,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5148.4647887323945,True,8.367568228833791,41.83784114416896,55.089439853076215,59.2,0.0,2.4898650715105592,0.6702815625,82.5,442,200000,3
ga,slack,ga+slack,16,0.5,2,48,8.000065,1.717682436999894,0.059105226000610855,True,374,102,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5088.186274509804,True,8.533781337741049,42.66890668870525,54.683562901744715,59.2,0.0,2.5418066680440767,0.723586875,81.875,602,200000,3
ga,slack,ga+slack,16,0.5,3,48,8.00002,0.6452109639994887,0.03230339599940635,True,391,83,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4932.879518072289,True,8.457296046648299,42.2864802332415,54.909825528007346,59.2,0.0,2.5179050145775963,0.6840003124999999,81.875,580,200000,3
ga,slack,ga+slack,16,0.5,4,48,7.999965,0.6738984210005583,0.03557912600081181,True,375,91,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4993.780219780219,True,8.670305393939397,43.35152696969699,56.61818181818182,59.2,0.0,2.584470435606059,0.6808715624999999,83.75,579,200000,3
ga,slack,ga+slack,16,0.5,5,48,8.00001,0.630396477999966,0.03010727499895438,True,306,88,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5492.829545454545,True,8.73555263360882,43.67776316804411,56.71184573002755,59.2,0.0,2.6048601980027537,0.68160625,83.125,505,200000,3
ga,slack,ga+slack,16,0.5,6,48,8.000070000000001,0.6910608090001915,0.05124282399992808,True,323,93,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4829.8494623655915,True,8.664527702479331,43.32263851239666,56.61818181818182,59.2,0.0,2.582664907024791,0.678146875,83.75,533,200000,3
ga,slack,ga+slack,16,0.5,7,48,8.00004,0.6464646969998284,0.02865216300051543,True,334,80,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5770.0875,True,8.706831126170801,43.53415563085401,55.98236914600551,59.2,0.0,2.5958847269283747,0.67059625,81.875,517,200000,3
ga,slack,ga+slack,16,0.75,0,48,12.00001,0.655055416000323,0.039135003000410507,True,351,93,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3371.4086021505377,True,11.322919768227734,56.61459884113868,59.18310376492195,59.2,0.0,3.4134124275711644,0.948655625,88.125,561,200000,3
ga,slack,ga+slack,16,0.75,1,48,11.99994,0.6407278919996315,0.025556095999490935,True,276,71,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3828.1408450704225,True,11.106737149678613,55.53368574839307,58.92121212121212,59.2,0.0,3.3458553592745623,0.9399590625,87.5,441,200000,3
ga,slack,ga+slack,16,0.75,2,48,12.0,0.644562378000046,0.04140443399955984,True,374,102,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3486.9313725490197,True,11.41756922938475,57.08784614692375,59.18310376492195,59.2,0.0,3.442990384182734,0.9611943749999999,88.125,602,200000,3
ga,slack,ga+slack,16,0.75,3,48,11.9999,0.6438807169997744,0.03499108200048795,True,391,83,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3590.1927710843374,True,11.185969727456387,55.929848637281935,58.91239669421488,59.2,0.0,3.3706155398301143,0.9463775,87.5,579,200000,3
ga,slack,ga+slack,16,0.75,4,48,12.000115,1.7242368909992365,0.0557937289995607,True,375,91,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3551.736263736264,True,11.262823149678603,56.31411574839302,59.06556473829202,59.2,0.0,3.394632234274563,0.952155,88.125,579,200000,3
ga,slack,ga+slack,16,0.75,5,48,12.00014,1.7410414829992078,0.05731561900029192,True,398,86,0.0,0.023255813953488372,0.004132231404958678,1.0,0.9767441860465116,0.9767441860465116,0.9767441860465116,3692.7738095238096,True,11.232911269054172,56.16455634527087,59.038751147842056,59.2,0.0,3.385284771579429,0.951823125,87.5,589,200000,3
ga,slack,ga+slack,16,0.75,6,48,12.00001,1.7218937020006706,0.05713000699870463,True,364,92,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3349.141304347826,True,11.261065404958678,56.3053270247934,59.18310376492195,59.2,0.0,3.394082939049588,0.9462425,88.125,570,200000,3
ga,slack,ga+slack,16,0.75,7,48,12.000065,1.7178661779998947,0.05394224700103223,True,344,88,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3487.5795454545455,True,11.195567109274554,55.97783554637277,58.70376492194674,59.2,0.0,3.3736147216482983,0.951885625,87.5,544,200000,3
ga,slack,ga+slack,16,0.85,0,48,13.599995,0.643470379000064,0.047471329000472906,True,348,88,0.0,0.8522727272727273,0.1720183486238532,1.0,0.1586749204391369,0.1586749204391369,0.1586749204391369,26207.14814814815,True,11.916420481175386,59.58210240587694,59.6356290174472,59.2,0.99079,3.5988814003673104,0.9991343749999999,88.125,486,200000,3
ga,slack,ga+slack,16,0.85,1,48,13.6,1.0375298649996694,0.050928141999975196,True,329,98,0.0,0.8571428571428571,0.19672131147540983,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,21385.05,True,11.758303268319564,58.79151634159782,58.81248852157943,59.2,0.0,3.549469771349861,0.9996575000000001,87.5,471,200000,3
ga,slack,ga+slack,16,0.85,2,48,13.599855,0.9325881519998802,0.056854444001146476,True,374,102,0.0,0.8333333333333334,0.17857142857142858,1.0,0.17477088720315662,0.17477088720315662,0.17477088720315662,33245.5625,True,11.97335069862259,59.86675349311296,59.87988980716254,59.2,0.995865,3.616672093319561,0.9997415625,88.75,532,200000,3
ga,slack,ga+slack,16,0.85,3,48,13.59994,0.6516329200003383,0.049969499999861,True,349,93,0.0,0.7096774193548387,0.1493212669683258,1.0,0.3051379150524364,0.3051379150524364,0.3051379150524364,18268.641025641027,True,11.96782772047749,59.83913860238746,59.87988980716254,59.2,0.98879,3.6149461626492223,0.9991634375,88.75,504,200000,3
ga,slack,ga+slack,16,0.85,4,48,13.600060000000001,0.6643955899999128,0.052242485999158816,True,375,91,0.0,0.6923076923076923,0.1351931330472103,1.0,0.3171224981959081,0.3171224981959081,0.3171224981959081,10561.142857142857,True,11.930028541414138,59.6501427070707,59.65362718089991,59.2,0.99859,3.603133919191917,0.999911875,88.75,525,200000,3
ga,slack,ga+slack,16,0.85,5,48,13.6,0.651661965999665,0.08434391800074081,True,409,91,0.0,0.8461538461538461,0.154,1.0,0.17066428738312134,0.17066428738312134,0.17066428738312134,14943.473684210527,True,11.758267047199261,58.791335235996314,58.81248852157943,59.2,0.0,3.549458452249771,0.999489375,87.5,542,200000,3
ga,slack,ga+slack,16,0.85,6,48,13.600145,0.6300442679985281,0.047376040998642566,True,356,86,0.0,0.686046511627907,0.1334841628959276,1.0,0.3177999279349965,0.3177999279349965,0.3177999279349965,16060.75,True,11.944000648668482,59.72000324334241,59.7623507805326,59.2,0.98792,3.6075002027089083,0.999166875,88.75,502,200000,3
ga,slack,ga+slack,16,0.85,7,48,13.60015,1.7268079469995428,0.07425501499892562,True,344,88,0.0,0.7840909090909091,0.1597222222222222,1.0,0.26630442840439805,0.26630442840439805,0.26630442840439805,20250.63888888889,True,12.038559206611572,60.19279603305786,60.214876033057855,59.2,0.99448,3.6370497520661176,0.999655,88.75,491,200000,3
ga,slack,ga+slack,16,0.95,0,48,15.19995,0.6386410519990022,0.046132626999678905,True,356,81,0.0,0.6790123456790124,0.12585812356979406,1.0,0.3399185966482688,0.3399185966482688,0.3399185966482688,19038.341463414636,True,14.627975900826458,73.1398795041323,73.17685950413224,59.2,1.0,4.446242469008261,0.9994221875,99.375,502,200000,3
ga,slack,ga+slack,16,0.95,1,48,15.20014,0.7295904370002972,0.06341834799968638,False,353,73,0.028328611898016998,0.7534246575342466,0.15258215962441316,1.0,0.2947645931277851,0.2947645931277851,0.2947645931277851,17364.966666666667,False,14.466943801652913,72.33471900826457,72.35371900826446,59.2,1.0,4.39591993801653,0.999703125,98.75,479,200000,3
ga,slack,ga+slack,16,0.95,2,48,15.200015,0.6501838459989813,0.05521711800065532,False,374,102,0.00267379679144385,0.7745098039215687,0.16806722689075632,1.0,0.23715570702328748,0.23715570702328748,0.23715570702328748,29727.394736842107,False,14.627335900826447,73.13667950413225,73.17685950413224,59.2,1.0,4.4460424690082645,0.9993721874999999,99.375,537,200000,3
ga,slack,ga+slack,16,0.95,3,48,15.20011,0.6423090759999468,0.04700389600111521,True,349,93,0.0,0.6236559139784946,0.13122171945701358,1.0,0.4034890200801454,0.4034890200801454,0.4034890200801454,12785.791666666666,True,14.626535900826449,73.13267950413226,73.17685950413224,59.2,1.0,4.44579246900826,0.9993096875,99.375,514,200000,3
ga,slack,ga+slack,16,0.95,4,48,15.19999,0.7068897090011887,0.050822838999010855,True,370,71,0.0,0.8450704225352113,0.1360544217687075,1.0,0.17798460860363985,0.17798460860363985,0.17798460860363985,38943.24324324324,True,14.466291801652897,72.33145900826449,72.35371900826446,59.2,1.0,4.395716188016523,0.9996521875,98.75,502,200000,3
ga,slack,ga+slack,16,0.95,5,48,15.200125,0.9072730299994873,0.05572990300061065,False,355,107,0.0028169014084507044,0.8037383177570093,0.18831168831168832,1.0,0.19626168224299065,0.19626168224299065,0.19626168224299065,15353.814814814816,False,14.455247801652872,72.27623900826437,72.35371900826446,59.2,1.0,4.39226493801653,0.998789375,98.75,512,200000,3
ga,slack,ga+slack,16,0.95,6,48,15.20012,0.642189269001392,0.04526234600052703,True,356,86,0.0,0.6395348837209303,0.1244343891402715,1.0,0.3819271646267466,0.3819271646267466,0.3819271646267466,12365.024390243903,True,14.625411900826458,73.1270595041323,73.17685950413224,59.2,1.0,4.44544121900827,0.9992218749999999,99.375,506,200000,3
ga,slack,ga+slack,16,0.95,7,48,15.19997,0.6377569369997218,0.047836007999649155,True,338,88,0.0,0.7840909090909091,0.1619718309859155,1.0,0.21926434394708505,0.21926434394708505,0.21926434394708505,27735.79411764706,True,14.465491801652895,72.32745900826448,72.35371900826446,59.2,1.0,4.39546618801653,0.9995896875,98.75,483,200000,3
ga,slack,ga+slack,16,1.0,0,48,16.000035,1.6872067980002612,0.059732698999141576,False,282,76,0.03900709219858156,1.0,0.2430167597765363,1.0,0.0,0.0,0.0,119345.0,False,14.799999999999999,74.0,74.0,59.2,1.0,4.5000000000000036,1.0,100.0,379,200000,3
ga,slack,ga+slack,16,1.0,1,48,16.00006,1.0683512640007393,0.04900760800046555,False,346,95,0.0838150289017341,0.9473684210526315,0.2698412698412698,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,25694.14285714286,False,14.799999999999995,73.99999999999999,74.0,59.2,1.0,4.499999999999997,1.0,100.0,463,200000,3
ga,slack,ga+slack,16,1.0,2,48,16.000075,1.675701988999208,0.08715395000035642,False,401,95,0.09226932668329177,1.0,0.2661290322580645,1.0,0.0,0.0,0.0,100034.0,False,14.8,74.00000000000001,74.0,59.2,1.0,4.499999999999995,1.0,100.0,511,200000,3
ga,slack,ga+slack,16,1.0,3,48,16.00012,0.6484768570007873,0.05596191800032102,False,369,100,0.02981029810298103,0.96,0.2281449893390192,1.0,0.04,0.04,0.04,27974.4,False,14.799499999999991,73.99749999999996,74.0,59.2,1.0,4.499843750000001,0.9999609375,100.0,489,200000,3
ga,slack,ga+slack,16,1.0,4,48,15.999985,1.7587143540004035,0.07470089500020549,False,370,71,0.062162162162162166,0.9859154929577465,0.2108843537414966,1.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,47520.5,False,14.800000000000027,74.00000000000014,74.0,59.2,1.0,4.500000000000001,1.0,100.0,458,200000,3
ga,slack,ga+slack,16,1.0,5,48,15.99992,0.6319221109988575,0.05365971700121008,False,355,107,0.1323943661971831,0.9813084112149533,0.329004329004329,1.0,0.018691588785046728,0.018691588785046728,0.018691588785046728,82135.0,False,14.800000000000008,74.00000000000004,74.0,59.2,1.0,4.499999999999997,1.0,100.0,468,200000,3
ga,slack,ga+slack,16,1.0,6,48,15.999935,1.7090532340007485,0.07069269699968572,False,333,81,0.06606606606606606,1.0,0.24879227053140096,1.0,0.0,0.0,0.0,0.0,False,14.800000000000008,74.00000000000004,74.0,59.2,1.0,4.499999999999999,1.0,100.0,431,200000,3
ga,slack,ga+slack,16,1.0,7,48,15.99995,0.6931257380001625,0.0463502000002336,False,313,95,0.0670926517571885,0.9894736842105263,0.2818627450980392,1.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,45602.5,False,14.799999999999994,73.99999999999997,74.0,59.2,1.0,4.499999999999999,1.0,100.0,424,200000,3
ga,slack,ga+slack,32,0.25,0,96,7.99985,0.8086335900006816,0.10888745199918048,True,670,167,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5893.976047904192,True,10.20725736639119,51.036286831955955,78.52819100091827,116.80000000000001,0.0,1.5323839634986207,0.45728125,67.8125,1027,200000,3
ga,slack,ga+slack,32,0.25,1,96,7.999695,0.6729006389996357,0.10709030399993935,True,700,164,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6447.378048780488,True,9.985001810101005,49.92500905050503,72.17226813590449,116.80000000000001,0.0,1.4976565328282823,0.4717896875,65.0,1051,200000,3
ga,slack,ga+slack,32,0.25,2,96,8.000315,0.9944490360012423,0.14794886900017445,True,680,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5939.547368421053,True,10.12619630192839,50.630981509641956,76.97300275482093,116.80000000000001,0.0,1.5197181721763078,0.48767734375,66.875,1082,200000,3
