offline_policy,online_policy,policy,n_cores,u_per_core,seed,n_tasks,total_utilization,solve_seconds,sim_seconds,offline_feasible,n_hard_jobs,n_soft_jobs,hard_miss_ratio,soft_miss_ratio,deadline_miss_ratio,acceptance_ratio,qos_mean,qos_weighted,qos_accepted,soft_response_mean_ticks,schedulable,energy_j,mean_chip_power_w,peak_chip_power_w,tdp_w,tdp_violation_ratio,mean_core_power_w,mean_core_busy_ratio,mean_core_level,sim_steps,horizon_ticks
ga,slack,ga+slack,8,0.85,4,32,6.799945,1.5462780050002038,0.02178608299982443,True,205,38,0.0,0.8421052631578947,0.13168724279835392,1.0,0.1613273915144629,0.1613273915144629,0.1613273915144629,27173.0,True,5.997608589164374,29.98804294582187,30.00367309458219,30.400000000000002,0.0,3.4985053682277347,0.999385,87.5,276,200000
ga,slack,ga+slack,8,0.85,5,32,6.799995,0.5717540460009332,0.017319034999673022,True,252,42,0.0,0.8809523809523809,0.12585034013605442,1.0,0.1211538068680926,0.1211538068680926,0.1211538068680926,35409.666666666664,True,5.996801945270889,29.984009726354447,30.00367309458219,30.400000000000002,0.0,3.498001215794306,0.999198125,87.5,327,200000
ga,slack,ga+slack,8,0.85,6,32,6.799975,0.5788167259997863,0.01253677400018205,True,189,41,0.0,0.8048780487804879,0.14347826086956522,1.0,0.21161302607776378,0.21161302607776378,0.21161302607776378,4440.888888888889,True,6.024242424242423,30.121212121212114,30.121212121212125,30.400000000000002,0.0,3.515151515151514,1.0,87.5,263,200000
ga,slack,ga+slack,8,0.85,7,32,6.7999,0.5307143649988575,0.01447164000092016,True,240,36,0.0,0.7222222222222222,0.09420289855072464,1.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,5798.909090909091,True,6.01928653663912,30.0964326831956,30.121212121212125,30.400000000000002,0.0,3.512054085399449,0.999185,87.5,311,200000
ga,slack,ga+slack,8,0.95,0,32,7.59985,0.5517589089995454,0.014060933001019293,True,197,46,0.0,0.8913043478260869,0.16872427983539096,1.0,0.10869565217391304,0.10869565217391304,0.10869565217391304,2964.0,True,7.106115702479336,35.53057851239668,35.530578512396694,30.400000000000002,1.0,4.191322314049587,1.0,96.25,272,200000
ga,slack,ga+slack,8,0.95,1,32,7.600015,1.5145896509984595,0.019135099999402883,True,198,41,0.0,0.7804878048780488,0.13389121338912133,1.0,0.21951219512195122,0.21951219512195122,0.21951219512195122,3078.777777777778,True,7.268755801652887,36.343779008264434,36.35371900826446,30.400000000000002,1.0,4.292972376033055,0.999689375,97.5,271,200000
ga,slack,ga+slack,8,0.95,2,32,7.599895,0.5529612749996886,0.01299648900021566,True,169,50,0.0,0.84,0.1917808219178082,1.0,0.16,0.16,0.16,15535.777777777777,True,7.270743801652893,36.35371900826447,36.35371900826446,30.400000000000002,1.0,4.294214876033057,1.0,97.5,252,200000
ga,slack,ga+slack,8,0.95,3,32,7.59997,1.0322080539990566,0.018892816000516177,True,196,40,0.0,0.8,0.13559322033898305,1.0,0.22496028477288776,0.22496028477288776,0.22496028477288776,4345.444444444444,True,7.265147801652886,36.325739008264435,36.35371900826446,30.400000000000002,1.0,4.290717376033059,0.999125625,97.5,269,200000
ga,slack,ga+slack,8,0.95,4,32,7.600005,0.5544978799989622,0.012743406001391122,True,205,38,0.0,0.8157894736842105,0.12757201646090535,1.0,0.18421052631578946,0.18421052631578946,0.18421052631578946,20623.9,True,7.263655801652891,36.318279008264454,36.35371900826446,30.400000000000002,1.0,4.289784876033055,0.9988925,97.5,277,200000
ga,slack,ga+slack,8,0.95,5,32,7.6,0.6274436250005238,0.016721554999094224,True,252,42,0.0,0.9523809523809523,0.1360544217687075,1.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,47925.75,True,7.1059837024793415,35.52991851239671,35.530578512396694,30.400000000000002,1.0,4.1912398140495855,0.999979375,96.25,321,200000
ga,slack,ga+slack,8,0.95,6,32,7.59995,0.555555851000463,0.0163678910012095,True,222,49,0.0,0.8979591836734694,0.16236162361623616,1.0,0.11782603052444322,0.11782603052444322,0.11782603052444322,34498.72727272727,True,7.2707438016529,36.353719008264505,36.35371900826446,30.400000000000002,1.0,4.2942148760330525,1.0,97.5,306,200000
ga,slack,ga+slack,8,0.95,7,32,7.59989,1.49855040500006,0.021231598999293055,True,253,40,0.0,0.75,0.10238907849829351,1.0,0.25,0.25,0.25,3353.9,True,7.270712033057856,36.35356016528928,36.35371900826446,30.400000000000002,1.0,4.294195020661157,0.99999375,97.5,327,200000
ga,slack,ga+slack,8,1.0,0,32,7.99993,0.550287390999074,0.014413290000447887,False,197,46,0.03553299492385787,0.9782608695652174,0.2139917695473251,1.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,1065.0,False,7.600000000000001,38.00000000000001,38.0,30.400000000000002,1.0,4.499999999999999,1.0,100.0,263,200000
ga,slack,ga+slack,8,1.0,1,32,7.999885,0.5642852199998742,0.012949416999617824,False,198,41,0.04040404040404041,0.975609756097561,0.200836820083682,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,42000.0,False,7.599999999999995,37.99999999999998,38.0,30.400000000000002,1.0,4.499999999999993,1.0,100.0,261,200000
ga,slack,ga+slack,8,1.0,2,32,7.999975,0.5558799949994864,0.013582743998995284,False,169,50,0.029585798816568046,0.98,0.2465753424657534,1.0,0.02,0.02,0.02,1402.0,False,7.599999999999995,37.99999999999998,38.0,30.400000000000002,1.0,4.499999999999999,1.0,100.0,239,200000
ga,slack,ga+slack,8,1.0,3,32,7.999925,0.5597144559997105,0.014262082999266568,False,196,40,0.04081632653061224,1.0,0.2033898305084746,1.0,0.0,0.0,0.0,0.0,False,7.6,38.0,38.0,30.400000000000002,1.0,4.5,1.0,100.0,257,200000
ga,slack,ga+slack,8,1.0,4,32,8.000035,0.5511985619996267,0.01309255400155962,False,205,38,0.07317073170731707,0.9736842105263158,0.2139917695473251,1.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,1511.0,False,7.600000000000003,38.00000000000002,38.0,30.400000000000002,1.0,4.499999999999999,1.0,100.0,262,200000
ga,slack,ga+slack,8,1.0,5,32,7.9998949999999995,0.6698359019992495,0.027439045999926748,False,252,42,0.08333333333333333,1.0,0.21428571428571427,1.0,0.0,0.0,0.0,0.0,False,7.599999999999998,37.99999999999999,38.0,30.400000000000002,1.0,4.4999999999999964,1.0,100.0,313,200000
ga,slack,ga+slack,8,1.0,6,32,7.999875,0.5889159669986839,0.016994472998703714,False,222,49,0.02252252252252252,1.0,0.1992619926199262,1.0,0.0,0.0,0.0,0.0,False,7.599999999999999,38.0,38.0,30.400000000000002,1.0,4.499999999999997,1.0,100.0,292,200000
