update,steps,episode_return,policy_loss,value_loss,entropy,approx_kl
93,214272,-18.523210451651217,-0.00020307658254144212,0.023133648559451103,1.7192866802215576,0.0013273652802278466
94,216576,-18.145591486867822,-0.0009349819731344078,0.027790432213805616,1.6522989198565483,0.0025493590942776085
95,218880,-19.25737755805055,-0.0007565456101398249,0.04112922737840563,1.601714313030243,0.003031527585335425
96,221184,-19.59146932742621,-0.00027802069639748517,0.04424805589951575,1.897706724703312,0.0016227947216975736
97,223488,-20.1074096242057,-0.0006280881599423083,0.032553307828493416,1.6267860308289528,0.0005255887374586462
98,225792,-20.10384993551634,-0.0008286871734052847,0.0314760017208755,1.6918876394629478,0.001058664237338765
99,228096,-20.520126554431343,-0.0015599255750911034,0.032105649006552994,1.6180208176374435,0.0028943290093997754
100,230400,-19.37892377896057,0.00023304166284610073,0.021938178571872413,1.5983136519789696,0.0007864171159578997
101,232704,-18.23349444554596,-0.000625159437074925,0.032405602862127125,1.8859901055693626,0.001261268456618028
102,235008,-17.032367154109572,-6.746194573123421e-05,0.024825903121381998,1.6058452427387238,0.0008489258077841238
103,237312,-16.635804503313622,-0.00073100891439834,0.022582459379918873,1.703005425632,0.0010107227930341702
104,239616,-16.75819598562931,-0.0008424100283769276,0.02629174361936748,1.6329229027032852,0.0020219372128293697
105,241920,-18.044491576142935,-0.002997898554692964,0.04612155933864415,1.6282782405614853,0.004517031430850693
106,244224,-18.577950433550754,-0.000859839850717331,0.03160907665733248,1.9271075278520584,0.0013429237668687063
107,246528,-19.030778214763373,-0.0011237424283636888,0.025876787840388715,1.6480317488312721,0.0020834995517336405
108,248832,-18.642365873404803,-0.0002477914199643383,0.02524986059870571,1.7502688318490982,0.0018861747329310674
109,251136,-18.12124272285999,-0.0004662371004194865,0.02457865374162793,1.6441491022706032,0.0012853897527646849
110,253440,-17.169280572601167,-0.0006057813192607286,0.020482707303017378,1.655753217637539,0.002078186720407555
111,255744,-16.853033437329188,-0.0002631033649872494,0.027495722752064466,1.971213921904564,0.0004392172080921828
112,258048,-16.22533089617109,-0.00015460355256080582,0.0242276715580374,1.7009494677186012,0.0004963189118522369
113,260352,-16.11134617152042,-0.0005006808174182614,0.02844672475475818,1.8006604760885239,0.003334997516604845
114,262656,-16.273738381745112,-0.0006673168960939502,0.025661927298642695,1.6786593571305275,0.005146734742690265
115,264960,-17.313366943884663,-0.0014829601910327644,0.0282489926321432,1.6718811467289925,0.0017998438657337423
116,267264,-17.53114953064256,-0.001085198358238254,0.03222558868583292,2.0100404545664787,0.0021142281759820333
