core,energy_j,mean_power_w,busy_ratio,level
0,0.6617559999999996,3.3087799999999983,0.702195,100
1,0.6721599999999992,3.3607999999999962,0.7152,100
2,0.21019972451790628,1.0509986225895316,0.400025,60
3,0.6608839999999996,3.304419999999998,0.701105,100
4,0.6606959999999997,3.303479999999999,0.70087,100
5,0.6764279999999995,3.3821399999999975,0.720535,100
6,0.26401652892561983,1.3200826446280993,0.59538,60
7,0.3003801652892561,1.5019008264462805,0.72738,60
